File Path,Topological Index,Parent Count,Vulnerable Commit Hash,Vulnerable Tag Name,Vulnerable Author Date,Vulnerable Changed Lines,Vulnerable File Functions,Vulnerable File Classes,Neutral Commit Hash,Neutral Tag Name,Neutral Author Date,Neutral Changed Lines,Neutral File Functions,Neutral File Classes,CVEs,Last Change Commit Hashes
malloc/malloc.c,59,1,18305fba5575a09063652014cfc483b898d8bdcd,glibc-2.27,2017-11-30 00:43:28,"[[3034, 3034]]","[{""Name"": ""malloc_init_state"", ""Signature"": ""malloc_init_state(mstate)"", ""Lines"": [1803, 1825], ""Vulnerable"": ""No""}, {""Name"": ""alloc_perturb"", ""Signature"": ""alloc_perturb(char *, int)"", ""Lines"": [1880, 1885], ""Vulnerable"": ""No""}, {""Name"": ""free_perturb"", ""Signature"": ""free_perturb(char *, int)"", ""Lines"": [1887, 1892], ""Vulnerable"": ""No""}, {""Name"": ""sysmalloc"", ""Signature"": ""sysmalloc(int, mstate)"", ""Lines"": [2268, 2743], ""Vulnerable"": ""No""}, {""Name"": ""systrim"", ""Signature"": ""systrim(int, mstate)"", ""Lines"": [2755, 2820], ""Vulnerable"": ""No""}, {""Name"": ""munmap_chunk"", ""Signature"": ""munmap_chunk(mchunkptr)"", ""Lines"": [2822, 2851], ""Vulnerable"": ""No""}, {""Name"": ""tcache_thread_shutdown"", ""Signature"": ""tcache_thread_shutdown()"", ""Lines"": [3014, 3018], ""Vulnerable"": ""No""}, {""Name"": ""__libc_malloc"", ""Signature"": ""__libc_malloc(int)"", ""Lines"": [3022, 3076], ""Vulnerable"": ""Yes""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3077, 3120], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3121, 3244], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3245, 3252], ""Vulnerable"": ""No""}, {""Name"": ""_mid_memalign"", ""Signature"": ""_mid_memalign(int, int, void *)"", ""Lines"": [3254, 3323], ""Vulnerable"": ""No""}, {""Name"": ""malloc_printerr"", ""Signature"": ""malloc_printerr(const char *)"", ""Lines"": [5329, 5334], ""Vulnerable"": ""No""}, {""Name"": ""__posix_memalign"", ""Signature"": ""__posix_memalign(void **, int, int)"", ""Lines"": [5337, 5360], ""Vulnerable"": ""No""}, {""Name"": ""weak_alias"", ""Signature"": ""weak_alias(int, int)"", ""Lines"": [5361, 5555], ""Vulnerable"": ""No""}]","[{""Name"": ""malloc_chunk"", ""Signature"": ""malloc_chunk"", ""Lines"": [1063, 1074], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_state"", ""Signature"": ""malloc_state"", ""Lines"": [1670, 1712], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_par"", ""Signature"": ""malloc_par"", ""Lines"": [1714, 1749], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5398, 5404], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5398, 5404], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",34697694e8a93b325b18f25f7dcded55d6baeaf6,glibc-2.27,2017-11-30 12:31:45,"[[3034, 3035]]","[{""Name"": ""malloc_init_state"", ""Signature"": ""malloc_init_state(mstate)"", ""Lines"": [1803, 1825], ""Vulnerable"": ""No""}, {""Name"": ""alloc_perturb"", ""Signature"": ""alloc_perturb(char *, int)"", ""Lines"": [1880, 1885], ""Vulnerable"": ""No""}, {""Name"": ""free_perturb"", ""Signature"": ""free_perturb(char *, int)"", ""Lines"": [1887, 1892], ""Vulnerable"": ""No""}, {""Name"": ""sysmalloc"", ""Signature"": ""sysmalloc(int, mstate)"", ""Lines"": [2268, 2743], ""Vulnerable"": ""No""}, {""Name"": ""systrim"", ""Signature"": ""systrim(int, mstate)"", ""Lines"": [2755, 2820], ""Vulnerable"": ""No""}, {""Name"": ""munmap_chunk"", ""Signature"": ""munmap_chunk(mchunkptr)"", ""Lines"": [2822, 2851], ""Vulnerable"": ""No""}, {""Name"": ""tcache_thread_shutdown"", ""Signature"": ""tcache_thread_shutdown()"", ""Lines"": [3014, 3018], ""Vulnerable"": ""No""}, {""Name"": ""__libc_malloc"", ""Signature"": ""__libc_malloc(int)"", ""Lines"": [3022, 3077], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3078, 3121], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3122, 3245], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3246, 3253], ""Vulnerable"": ""No""}, {""Name"": ""_mid_memalign"", ""Signature"": ""_mid_memalign(int, int, void *)"", ""Lines"": [3255, 3324], ""Vulnerable"": ""No""}, {""Name"": ""malloc_printerr"", ""Signature"": ""malloc_printerr(const char *)"", ""Lines"": [5330, 5335], ""Vulnerable"": ""No""}, {""Name"": ""__posix_memalign"", ""Signature"": ""__posix_memalign(void **, int, int)"", ""Lines"": [5338, 5361], ""Vulnerable"": ""No""}, {""Name"": ""weak_alias"", ""Signature"": ""weak_alias(int, int)"", ""Lines"": [5362, 5556], ""Vulnerable"": ""No""}]","[{""Name"": ""malloc_chunk"", ""Signature"": ""malloc_chunk"", ""Lines"": [1063, 1074], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_state"", ""Signature"": ""malloc_state"", ""Lines"": [1670, 1712], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_par"", ""Signature"": ""malloc_par"", ""Lines"": [1714, 1749], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5399, 5405], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5399, 5405], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2017-17426""]","[""0a947e061d47c9710838f210506215bd9533324b""]"
elf/dl-load.c,60,1,c48831d0eebf876d986919baf2d9240a79192837,glibc-2.27,2017-12-27 00:54:38,"[[392, 392], [396, 396], [398, 398], [400, 400], [402, 408], [410, 412], [414, 416], [571, 571]]","[{""Name"": ""is_trusted_path_normalize"", ""Signature"": ""is_trusted_path_normalize(const char *, int)"", ""Lines"": [119, 179], ""Vulnerable"": ""No""}, {""Name"": ""is_dst"", ""Signature"": ""is_dst(const char *, const char *, const char *, int)"", ""Lines"": [182, 217], ""Vulnerable"": ""No""}, {""Name"": ""_dl_dst_count"", ""Signature"": ""_dl_dst_count(const char *)"", ""Lines"": [220, 243], ""Vulnerable"": ""No""}, {""Name"": ""_dl_dst_substitute"", ""Signature"": ""_dl_dst_substitute(struct link_map *, const char *, char *)"", ""Lines"": [246, 310], ""Vulnerable"": ""No""}, {""Name"": ""expand_dynamic_string_token"", ""Signature"": ""expand_dynamic_string_token(struct link_map *, const char *)"", ""Lines"": [318, 345], ""Vulnerable"": ""No""}, {""Name"": ""add_name_to_object"", ""Signature"": ""add_name_to_object(struct link_map *, const char *)"", ""Lines"": [352, 379], ""Vulnerable"": ""No""}, {""Name"": ""fillin_rpath"", ""Signature"": ""fillin_rpath(char *, struct r_search_path_elem **, const char *, const char *, const char *, struct link_map *)"", ""Lines"": [386, 484], ""Vulnerable"": ""Yes""}, {""Name"": ""decompose_rpath"", ""Signature"": ""decompose_rpath(struct r_search_path_struct *, const char *, struct link_map *, const char *)"", ""Lines"": [487, 576], ""Vulnerable"": ""Yes""}, {""Name"": ""cache_rpath"", ""Signature"": ""cache_rpath(struct link_map *, struct r_search_path_struct *, int, const char *)"", ""Lines"": [580, 603], ""Vulnerable"": ""No""}, {""Name"": ""_dl_init_paths"", ""Signature"": ""_dl_init_paths(const char *)"", ""Lines"": [606, 755], ""Vulnerable"": ""No""}, {""Name"": ""lose"", ""Signature"": ""lose(int, int, const char *, char *, struct link_map *, const char *, struct r_debug *, int)"", ""Lines"": [758, 779], ""Vulnerable"": ""No""}, {""Name"": ""_dl_map_object_from_fd"", ""Signature"": ""_dl_map_object_from_fd(const char *, const char *, int, struct filebuf *, char *, struct link_map *, int, int, void **, int)"", ""Lines"": [786, 1331], ""Vulnerable"": ""No""}, {""Name"": ""print_search_path"", ""Signature"": ""print_search_path(struct r_search_path_elem **, const char *, const char *)"", ""Lines"": [1334, 1369], ""Vulnerable"": ""No""}, {""Name"": ""open_verify"", ""Signature"": ""open_verify(const char *, int, struct filebuf *, struct link_map *, int, int, int *, int)"", ""Lines"": [1379, 1669], ""Vulnerable"": ""No""}, {""Name"": ""open_path"", ""Signature"": ""open_path(const char *, int, int, struct r_search_path_struct *, char **, struct filebuf *, struct link_map *, int, int *)"", ""Lines"": [1678, 1824], ""Vulnerable"": ""No""}, {""Name"": ""_dl_map_object"", ""Signature"": ""_dl_map_object(struct link_map *, const char *, int, int, int, int)"", ""Lines"": [1828, 2139], ""Vulnerable"": ""No""}, {""Name"": ""add_path"", ""Signature"": ""add_path(struct add_path_state *, const struct r_search_path_struct *, unsigned int)"", ""Lines"": [2149, 2179], ""Vulnerable"": ""No""}, {""Name"": ""_dl_rtld_di_serinfo"", ""Signature"": ""_dl_rtld_di_serinfo(struct link_map *, int *, int)"", ""Lines"": [2181, 2244], ""Vulnerable"": ""No""}]","[{""Name"": ""filebuf"", ""Signature"": ""filebuf"", ""Lines"": [87, 96], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1406, 1412], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1406, 1412], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""add_path_state"", ""Signature"": ""add_path_state"", ""Lines"": [2141, 2147], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",3e3c904daef69b8bf7d5cc07f793c9f07c3553ef,glibc-2.27,2017-12-30 09:54:23,"[[391, 391], [396, 397], [399, 402], [404, 407], [409, 416], [418, 420], [422, 425], [581, 588]]","[{""Name"": ""is_trusted_path_normalize"", ""Signature"": ""is_trusted_path_normalize(const char *, int)"", ""Lines"": [119, 179], ""Vulnerable"": ""No""}, {""Name"": ""is_dst"", ""Signature"": ""is_dst(const char *, const char *, const char *, int)"", ""Lines"": [182, 217], ""Vulnerable"": ""No""}, {""Name"": ""_dl_dst_count"", ""Signature"": ""_dl_dst_count(const char *)"", ""Lines"": [220, 243], ""Vulnerable"": ""No""}, {""Name"": ""_dl_dst_substitute"", ""Signature"": ""_dl_dst_substitute(struct link_map *, const char *, char *)"", ""Lines"": [246, 310], ""Vulnerable"": ""No""}, {""Name"": ""expand_dynamic_string_token"", ""Signature"": ""expand_dynamic_string_token(struct link_map *, const char *)"", ""Lines"": [318, 345], ""Vulnerable"": ""No""}, {""Name"": ""add_name_to_object"", ""Signature"": ""add_name_to_object(struct link_map *, const char *)"", ""Lines"": [352, 379], ""Vulnerable"": ""No""}, {""Name"": ""fillin_rpath"", ""Signature"": ""fillin_rpath(char *, struct r_search_path_elem **, const char *, const char *, const char *, struct link_map *)"", ""Lines"": [386, 493], ""Vulnerable"": ""No""}, {""Name"": ""decompose_rpath"", ""Signature"": ""decompose_rpath(struct r_search_path_struct *, const char *, struct link_map *, const char *)"", ""Lines"": [496, 593], ""Vulnerable"": ""No""}, {""Name"": ""cache_rpath"", ""Signature"": ""cache_rpath(struct link_map *, struct r_search_path_struct *, int, const char *)"", ""Lines"": [597, 620], ""Vulnerable"": ""No""}, {""Name"": ""_dl_init_paths"", ""Signature"": ""_dl_init_paths(const char *)"", ""Lines"": [623, 772], ""Vulnerable"": ""No""}, {""Name"": ""lose"", ""Signature"": ""lose(int, int, const char *, char *, struct link_map *, const char *, struct r_debug *, int)"", ""Lines"": [775, 796], ""Vulnerable"": ""No""}, {""Name"": ""_dl_map_object_from_fd"", ""Signature"": ""_dl_map_object_from_fd(const char *, const char *, int, struct filebuf *, char *, struct link_map *, int, int, void **, int)"", ""Lines"": [803, 1348], ""Vulnerable"": ""No""}, {""Name"": ""print_search_path"", ""Signature"": ""print_search_path(struct r_search_path_elem **, const char *, const char *)"", ""Lines"": [1351, 1386], ""Vulnerable"": ""No""}, {""Name"": ""open_verify"", ""Signature"": ""open_verify(const char *, int, struct filebuf *, struct link_map *, int, int, int *, int)"", ""Lines"": [1396, 1686], ""Vulnerable"": ""No""}, {""Name"": ""open_path"", ""Signature"": ""open_path(const char *, int, int, struct r_search_path_struct *, char **, struct filebuf *, struct link_map *, int, int *)"", ""Lines"": [1695, 1841], ""Vulnerable"": ""No""}, {""Name"": ""_dl_map_object"", ""Signature"": ""_dl_map_object(struct link_map *, const char *, int, int, int, int)"", ""Lines"": [1845, 2156], ""Vulnerable"": ""No""}, {""Name"": ""add_path"", ""Signature"": ""add_path(struct add_path_state *, const struct r_search_path_struct *, unsigned int)"", ""Lines"": [2166, 2196], ""Vulnerable"": ""No""}, {""Name"": ""_dl_rtld_di_serinfo"", ""Signature"": ""_dl_rtld_di_serinfo(struct link_map *, int *, int)"", ""Lines"": [2198, 2261], ""Vulnerable"": ""No""}]","[{""Name"": ""filebuf"", ""Signature"": ""filebuf"", ""Lines"": [87, 96], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1423, 1429], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [1423, 1429], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""add_path_state"", ""Signature"": ""add_path_state"", ""Lines"": [2158, 2164], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2017-16997""]","[""2bd86632b7cb97dc9002a23795e140fc880e1987""]"
malloc/malloc.c,61,1,80647883cf5847c8b6b0197e9703eb04222496b6,glibc-2.27,2018-01-18 00:40:15,"[[1227, 1234], [4680, 4680]]","[{""Name"": ""malloc_init_state"", ""Signature"": ""malloc_init_state(mstate)"", ""Lines"": [1803, 1825], ""Vulnerable"": ""No""}, {""Name"": ""alloc_perturb"", ""Signature"": ""alloc_perturb(char *, int)"", ""Lines"": [1880, 1885], ""Vulnerable"": ""No""}, {""Name"": ""free_perturb"", ""Signature"": ""free_perturb(char *, int)"", ""Lines"": [1887, 1892], ""Vulnerable"": ""No""}, {""Name"": ""sysmalloc"", ""Signature"": ""sysmalloc(int, mstate)"", ""Lines"": [2268, 2743], ""Vulnerable"": ""No""}, {""Name"": ""systrim"", ""Signature"": ""systrim(int, mstate)"", ""Lines"": [2755, 2820], ""Vulnerable"": ""No""}, {""Name"": ""munmap_chunk"", ""Signature"": ""munmap_chunk(mchunkptr)"", ""Lines"": [2822, 2851], ""Vulnerable"": ""No""}, {""Name"": ""tcache_thread_shutdown"", ""Signature"": ""tcache_thread_shutdown()"", ""Lines"": [3014, 3018], ""Vulnerable"": ""No""}, {""Name"": ""__libc_malloc"", ""Signature"": ""__libc_malloc(int)"", ""Lines"": [3022, 3077], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3078, 3121], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3122, 3245], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3246, 3253], ""Vulnerable"": ""No""}, {""Name"": ""_mid_memalign"", ""Signature"": ""_mid_memalign(int, int, void *)"", ""Lines"": [3255, 3324], ""Vulnerable"": ""No""}, {""Name"": ""malloc_printerr"", ""Signature"": ""malloc_printerr(const char *)"", ""Lines"": [5336, 5341], ""Vulnerable"": ""No""}, {""Name"": ""__posix_memalign"", ""Signature"": ""__posix_memalign(void **, int, int)"", ""Lines"": [5344, 5367], ""Vulnerable"": ""No""}, {""Name"": ""weak_alias"", ""Signature"": ""weak_alias(int, int)"", ""Lines"": [5368, 5562], ""Vulnerable"": ""No""}]","[{""Name"": ""malloc_chunk"", ""Signature"": ""malloc_chunk"", ""Lines"": [1063, 1074], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_state"", ""Signature"": ""malloc_state"", ""Lines"": [1670, 1712], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_par"", ""Signature"": ""malloc_par"", ""Lines"": [1714, 1749], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5405, 5411], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5405, 5411], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",8e448310d74b283c5cd02b9ed7fb997b47bf9b22,glibc-2.27,2018-01-18 16:47:06,"[[1227, 1241], [4688, 4694]]","[{""Name"": ""malloc_init_state"", ""Signature"": ""malloc_init_state(mstate)"", ""Lines"": [1810, 1832], ""Vulnerable"": ""No""}, {""Name"": ""alloc_perturb"", ""Signature"": ""alloc_perturb(char *, int)"", ""Lines"": [1887, 1892], ""Vulnerable"": ""No""}, {""Name"": ""free_perturb"", ""Signature"": ""free_perturb(char *, int)"", ""Lines"": [1894, 1899], ""Vulnerable"": ""No""}, {""Name"": ""sysmalloc"", ""Signature"": ""sysmalloc(int, mstate)"", ""Lines"": [2275, 2750], ""Vulnerable"": ""No""}, {""Name"": ""systrim"", ""Signature"": ""systrim(int, mstate)"", ""Lines"": [2762, 2827], ""Vulnerable"": ""No""}, {""Name"": ""munmap_chunk"", ""Signature"": ""munmap_chunk(mchunkptr)"", ""Lines"": [2829, 2858], ""Vulnerable"": ""No""}, {""Name"": ""tcache_thread_shutdown"", ""Signature"": ""tcache_thread_shutdown()"", ""Lines"": [3021, 3025], ""Vulnerable"": ""No""}, {""Name"": ""__libc_malloc"", ""Signature"": ""__libc_malloc(int)"", ""Lines"": [3029, 3084], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3085, 3128], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3129, 3252], ""Vulnerable"": ""No""}, {""Name"": ""libc_hidden_def"", ""Signature"": ""libc_hidden_def(int)"", ""Lines"": [3253, 3260], ""Vulnerable"": ""No""}, {""Name"": ""_mid_memalign"", ""Signature"": ""_mid_memalign(int, int, void *)"", ""Lines"": [3262, 3331], ""Vulnerable"": ""No""}, {""Name"": ""malloc_printerr"", ""Signature"": ""malloc_printerr(const char *)"", ""Lines"": [5350, 5355], ""Vulnerable"": ""No""}, {""Name"": ""__posix_memalign"", ""Signature"": ""__posix_memalign(void **, int, int)"", ""Lines"": [5358, 5381], ""Vulnerable"": ""No""}, {""Name"": ""weak_alias"", ""Signature"": ""weak_alias(int, int)"", ""Lines"": [5382, 5576], ""Vulnerable"": ""No""}]","[{""Name"": ""malloc_chunk"", ""Signature"": ""malloc_chunk"", ""Lines"": [1063, 1074], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_state"", ""Signature"": ""malloc_state"", ""Lines"": [1677, 1719], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""malloc_par"", ""Signature"": ""malloc_par"", ""Lines"": [1721, 1756], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5419, 5425], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [5419, 5425], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2018-6551"", ""CVE-2018-6485""]","[""249a5895f120b13290a372a49bb4b499e749806f""]"
malloc/tst-malloc-too-large.c,61,1,80647883cf5847c8b6b0197e9703eb04222496b6,glibc-2.27,2018-01-18 00:40:15,,"[{""Name"": ""test_setup"", ""Signature"": ""test_setup()"", ""Lines"": [50, 57], ""Vulnerable"": ""No""}, {""Name"": ""test_large_allocations"", ""Signature"": ""test_large_allocations(int)"", ""Lines"": [69, 127], ""Vulnerable"": ""No""}, {""Name"": ""test_large_aligned_allocations"", ""Signature"": ""test_large_aligned_allocations(int)"", ""Lines"": [136, 207], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [214, 299], ""Vulnerable"": ""No""}]",,8e448310d74b283c5cd02b9ed7fb997b47bf9b22,glibc-2.27,2018-01-18 16:47:06,"[[1, 253]]","[{""Name"": ""test_setup"", ""Signature"": ""test_setup()"", ""Lines"": [50, 57], ""Vulnerable"": ""No""}, {""Name"": ""test_large_allocations"", ""Signature"": ""test_large_allocations(int)"", ""Lines"": [69, 112], ""Vulnerable"": ""No""}, {""Name"": ""test_large_aligned_allocations"", ""Signature"": ""test_large_aligned_allocations(int)"", ""Lines"": [121, 168], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [175, 250], ""Vulnerable"": ""No""}]",,"[""CVE-2018-6551"", ""CVE-2018-6485""]",
string/test-memmove.c,62,1,a44061398c3b531b37e134a6a97accb2251fa28a,glibc-2.28,2018-03-22 16:40:51,"[[26, 26], [247, 247], [286, 286]]",,,cd66c0e584c6d692bc8347b5e72723d02b8a8ada,glibc-2.28,2018-03-23 15:19:45,"[[27, 27], [249, 302], [342, 344]]",,,"[""CVE-2017-18269""]","[""688903eb3ef01301d239ab753d309d45720610a7""]"
stdlib/canonicalize.c,63,1,aaee3cd88ed58f332f261021d78d071db6265e85,glibc-2.28,2018-05-09 00:15:10,"[[184, 184]]","[{""Name"": ""__canonicalize_file_name"", ""Signature"": ""__canonicalize_file_name(const char *)"", ""Lines"": [242, 246], ""Vulnerable"": ""No""}]",,5460617d1567657621107d895ee2dd83bc1f88f2,glibc-2.28,2018-05-09 01:12:41,"[[184, 184]]","[{""Name"": ""__canonicalize_file_name"", ""Signature"": ""__canonicalize_file_name(const char *)"", ""Lines"": [242, 246], ""Vulnerable"": ""No""}]",,"[""CVE-2018-11236""]","[""dba2bdbe75bcb62e62133b7c4a807a2c45c098a7""]"
stdlib/test-bz22786.c,63,1,aaee3cd88ed58f332f261021d78d071db6265e85,glibc-2.28,2018-05-09 00:15:10,,,,5460617d1567657621107d895ee2dd83bc1f88f2,glibc-2.28,2018-05-09 01:12:41,"[[1, 90]]",,,"[""CVE-2018-11236""]",
string/test-mempcpy.c,64,1,8f145c77123a565b816f918969e0e35ee5b89153,glibc-2.28,2018-05-22 17:23:34,"[[20, 20]]",,,9aaaab7c6e4176e61c59b0a63c6ba906d875dc0e,glibc-2.28,2018-05-22 08:37:59,"[[21, 21]]",,,"[""CVE-2018-11237""]","[""688903eb3ef01301d239ab753d309d45720610a7""]"
string/test-memcpy.c,65,1,9aaaab7c6e4176e61c59b0a63c6ba906d875dc0e,glibc-2.28,2018-05-22 08:37:59,"[[214, 214], [255, 255]]","[{""Name"": ""do_one_test"", ""Signature"": ""do_one_test(int *, char *, const char *, int)"", ""Lines"": [52, 77], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test(int, int, int)"", ""Lines"": [79, 101], ""Vulnerable"": ""No""}, {""Name"": ""do_random_tests"", ""Signature"": ""do_random_tests()"", ""Lines"": [103, 213], ""Vulnerable"": ""No""}, {""Name"": ""test_main"", ""Signature"": ""test_main()"", ""Lines"": [215, 257], ""Vulnerable"": ""Yes""}]",,ed983107bbc62245b06b99f02e69acf36a0baa3e,glibc-2.28,2018-05-23 10:59:56,"[[215, 258], [300, 302]]","[{""Name"": ""do_one_test"", ""Signature"": ""do_one_test(int *, char *, const char *, int)"", ""Lines"": [52, 77], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test(int, int, int)"", ""Lines"": [79, 101], ""Vulnerable"": ""No""}, {""Name"": ""do_random_tests"", ""Signature"": ""do_random_tests()"", ""Lines"": [103, 213], ""Vulnerable"": ""No""}, {""Name"": ""do_test1"", ""Signature"": ""do_test1()"", ""Lines"": [215, 257], ""Vulnerable"": ""No""}, {""Name"": ""test_main"", ""Signature"": ""test_main()"", ""Lines"": [259, 304], ""Vulnerable"": ""No""}]",,"[""CVE-2018-11237""]","[""688903eb3ef01301d239ab753d309d45720610a7""]"
stdlib/test-bz22786.c,66,1,09c12efcafd1e08c290e63e2095c772ce35117be,glibc-2.29,2018-08-29 20:01:57,"[[42, 43], [50, 50], [51, 51]]",,,3bad2358d67d371497079bba4f8eca9c0096f4e2,glibc-2.29,2018-08-30 06:44:32,"[[41, 41], [48, 48], [50, 60]]",,,"[""CVE-2018-11236""]","[""6c3a8a9d868a8deddf0d6dcc785b6d120de90523""]"
stdlib/test-bz22786.c,67,1,2dd12baa045f25c52b30a34b10f72d51f2605413,glibc-2.29,2018-09-25 09:11:27,"[[28, 28], [42, 49], [52, 52], [65, 65], [78, 78]]",,,f5e7e95921847bd83186bfe621fc2b48c4de5477,glibc-2.29,2018-10-30 12:11:47,"[[29, 29], [43, 45], [48, 48], [60, 60], [74, 74]]",,,"[""CVE-2018-11236""]","[""3bad2358d67d371497079bba4f8eca9c0096f4e2""]"
